email,pattern,domain,consumer,flow
ronald.walker11@hotmail.com,name_sequential,hotmail.com,MOBILE,PASSWORD_RESET
service+52@outlook.com,plus_addressing,outlook.com,MOBILE,PASSWORD_RESET
info.61@outlook.com,variations,outlook.com,PORTAL,PASSWORD_RESET
george.nguyen+signup10@yahoo.com,plus_addressing_tags,yahoo.com,WEB,PASSWORD_RESET
user54.2025@mail.com,sequential_dated,mail.com,OWF,SIGNUP_EMAIL_VERIFY
george.nguyen+signup92@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PWDLESS_LOGIN_EMAIL
1w4yoh7@agency.com,gibberish_sequential,agency.com,OWF,PASSWORD_RESET
abcdef55@outlook.com,keyboard_walk,outlook.com,API,PASSWORD_RESET
ronald.miller60@hotmail.com,name_sequential,hotmail.com,MOBILE,PASSWORD_RESET
info57_test@outlook.com,variations,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
service+48@outlook.com,plus_addressing,outlook.com,API,PASSWORD_RESET
contact_a@agency.com,letter_sequential,agency.com,WEB,PASSWORD_RESET
anderson.2025@gmx.de,dated,gmx.de,API,PASSWORD_RESET
george.nguyen+signup84@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PASSWORD_RESET
i6mv1hsr@firm.com,gibberish,firm.com,API,PWDLESS_LOGIN_EMAIL
bdqntherik@firm.com,gibberish,firm.com,API,PWDLESS_LOGIN_EMAIL
account046@mail.com,sequential_padded,mail.com,WEB,PWDLESS_LOGIN_EMAIL
2025.charles@gmx.de,dated,gmx.de,OWF,SIGNUP_EMAIL_VERIFY
user57.2025@aol.com,sequential_dated,aol.com,PORTAL,PASSWORD_RESET
account029@mail.com,sequential_padded,mail.com,MOBILE,SIGNUP_EMAIL_VERIFY
temp67@protonmail.com,sequential,protonmail.com,API,PASSWORD_RESET
ronald.king91@hotmail.com,name_sequential,hotmail.com,WEB,SIGNUP_EMAIL_VERIFY
6vqe451ka@firm.com,gibberish,firm.com,API,PASSWORD_RESET
ronald.hill71@hotmail.com,name_sequential,hotmail.com,PORTAL,PWDLESS_LOGIN_EMAIL
account098@mail.com,sequential_padded,mail.com,API,SIGNUP_EMAIL_VERIFY
9_info@outlook.com,variations,outlook.com,PORTAL,SIGNUP_EMAIL_VERIFY
asdfgh@outlook.com,keyboard_walk,outlook.com,OWF,PWDLESS_LOGIN_EMAIL
asdfgh@outlook.com,keyboard_walk,outlook.com,MOBILE,PASSWORD_RESET
ronald.torres4@hotmail.com,name_sequential,hotmail.com,OWF,PASSWORD_RESET
ronald.miller9@hotmail.com,name_sequential,hotmail.com,MOBILE,PASSWORD_RESET
service+30@outlook.com,plus_addressing,outlook.com,PORTAL,PWDLESS_LOGIN_EMAIL
zxcvbn37@outlook.com,keyboard_walk,outlook.com,API,PWDLESS_LOGIN_EMAIL
account074@mail.com,sequential_padded,mail.com,WEB,PASSWORD_RESET
u4axx9vna6t@firm.com,gibberish,firm.com,PORTAL,PWDLESS_LOGIN_EMAIL
user30.2025@mail.com,sequential_dated,mail.com,PORTAL,SIGNUP_EMAIL_VERIFY
service+7@outlook.com,plus_addressing,outlook.com,API,PASSWORD_RESET
user42.2025@tech.com,sequential_dated,tech.com,WEB,SIGNUP_EMAIL_VERIFY
info_16@outlook.com,variations,outlook.com,API,PASSWORD_RESET
temp48@protonmail.com,sequential,protonmail.com,MOBILE,PWDLESS_LOGIN_EMAIL
george.nguyen+test1@yahoo.com,plus_addressing_tags,yahoo.com,WEB,PASSWORD_RESET
twq5t47lwd@firm.com,gibberish,firm.com,PORTAL,SIGNUP_EMAIL_VERIFY
service+58@outlook.com,plus_addressing,outlook.com,WEB,PASSWORD_RESET
wsxedc2025@tech.com,keyboard_dated,tech.com,OWF,SIGNUP_EMAIL_VERIFY
fedcba@outlook.com,keyboard_walk,outlook.com,API,SIGNUP_EMAIL_VERIFY
service+16@outlook.com,plus_addressing,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
temp5@protonmail.com,sequential,protonmail.com,PORTAL,PASSWORD_RESET
account064@mail.com,sequential_padded,mail.com,OWF,PWDLESS_LOGIN_EMAIL
temp84@protonmail.com,sequential,protonmail.com,WEB,PWDLESS_LOGIN_EMAIL
service+18@outlook.com,plus_addressing,outlook.com,API,SIGNUP_EMAIL_VERIFY
2025.charles@gmx.de,dated,gmx.de,OWF,PASSWORD_RESET
2025.charles@gmx.de,dated,gmx.de,MOBILE,SIGNUP_EMAIL_VERIFY
account024@mail.com,sequential_padded,mail.com,MOBILE,PWDLESS_LOGIN_EMAIL
info.37@outlook.com,variations,outlook.com,API,PWDLESS_LOGIN_EMAIL
23456750@outlook.com,keyboard_walk,outlook.com,OWF,PASSWORD_RESET
ronald.lopez79@hotmail.com,name_sequential,hotmail.com,MOBILE,SIGNUP_EMAIL_VERIFY
service+86@outlook.com,plus_addressing,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
service+21@outlook.com,plus_addressing,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
eykqpo61@qq.com,gibberish_sequential,qq.com,WEB,PWDLESS_LOGIN_EMAIL
charles2025@gmx.de,dated,gmx.de,WEB,PWDLESS_LOGIN_EMAIL
service+19@outlook.com,plus_addressing,outlook.com,API,SIGNUP_EMAIL_VERIFY
service+39@outlook.com,plus_addressing,outlook.com,PORTAL,PWDLESS_LOGIN_EMAIL
george.nguyen+promo6@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PWDLESS_LOGIN_EMAIL
ronald.young86@hotmail.com,name_sequential,hotmail.com,WEB,PWDLESS_LOGIN_EMAIL
george.nguyen+test58@yahoo.com,plus_addressing_tags,yahoo.com,WEB,SIGNUP_EMAIL_VERIFY
george.nguyen+trial61@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,PWDLESS_LOGIN_EMAIL
charles.anderson.2025@gmx.de,dated,gmx.de,PORTAL,PASSWORD_RESET
temp47@protonmail.com,sequential,protonmail.com,OWF,SIGNUP_EMAIL_VERIFY
fedcba2025@tech.com,keyboard_dated,tech.com,PORTAL,PASSWORD_RESET
info.12@outlook.com,variations,outlook.com,PORTAL,SIGNUP_EMAIL_VERIFY
service+67@outlook.com,plus_addressing,outlook.com,API,PASSWORD_RESET
george.nguyen+signup63@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,SIGNUP_EMAIL_VERIFY
2025.charles@gmx.de,dated,gmx.de,PORTAL,PASSWORD_RESET
12345694@outlook.com,keyboard_walk,outlook.com,API,PASSWORD_RESET
temp41@protonmail.com,sequential,protonmail.com,API,SIGNUP_EMAIL_VERIFY
it8ika97@gmx.com,gibberish_sequential,gmx.com,MOBILE,PASSWORD_RESET
account090@mail.com,sequential_padded,mail.com,API,PWDLESS_LOGIN_EMAIL
wsxedc2025@protonmail.com,keyboard_dated,protonmail.com,PORTAL,PASSWORD_RESET
ronald.johnson84@hotmail.com,name_sequential,hotmail.com,OWF,PWDLESS_LOGIN_EMAIL
temp80@protonmail.com,sequential,protonmail.com,API,PASSWORD_RESET
ronald.hill42@hotmail.com,name_sequential,hotmail.com,WEB,PASSWORD_RESET
fedcba@outlook.com,keyboard_walk,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
info.25@outlook.com,variations,outlook.com,MOBILE,PASSWORD_RESET
temp20@protonmail.com,sequential,protonmail.com,MOBILE,SIGNUP_EMAIL_VERIFY
account013@mail.com,sequential_padded,mail.com,PORTAL,PWDLESS_LOGIN_EMAIL
george.nguyen+signup54@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,PASSWORD_RESET
ronald.wright94@hotmail.com,name_sequential,hotmail.com,WEB,PWDLESS_LOGIN_EMAIL
123456@outlook.com,keyboard_walk,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
temp68@protonmail.com,sequential,protonmail.com,PORTAL,PASSWORD_RESET
account080@mail.com,sequential_padded,mail.com,WEB,PASSWORD_RESET
service+88@outlook.com,plus_addressing,outlook.com,PORTAL,SIGNUP_EMAIL_VERIFY
george.nguyen+spam74@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,PWDLESS_LOGIN_EMAIL
service+87@outlook.com,plus_addressing,outlook.com,API,PASSWORD_RESET
zrx74qhjhtccq@firm.com,gibberish,firm.com,WEB,PASSWORD_RESET
charles.2025@gmx.de,dated,gmx.de,OWF,PWDLESS_LOGIN_EMAIL
service+50@outlook.com,plus_addressing,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
rfvtgb@outlook.com,keyboard_walk,outlook.com,WEB,PASSWORD_RESET
user63.2025@yahoo.com,sequential_dated,yahoo.com,WEB,SIGNUP_EMAIL_VERIFY
wsxedc2025@services.com,keyboard_dated,services.com,OWF,SIGNUP_EMAIL_VERIFY
ronald.torres72@hotmail.com,name_sequential,hotmail.com,WEB,SIGNUP_EMAIL_VERIFY
temp76@protonmail.com,sequential,protonmail.com,PORTAL,PWDLESS_LOGIN_EMAIL
f4he6rvc4a8@firm.com,gibberish,firm.com,PORTAL,PWDLESS_LOGIN_EMAIL
temp2@protonmail.com,sequential,protonmail.com,API,PASSWORD_RESET
qwerty2025@firm.com,keyboard_dated,firm.com,WEB,SIGNUP_EMAIL_VERIFY
info_81@outlook.com,variations,outlook.com,OWF,SIGNUP_EMAIL_VERIFY
ronald.martinez15@hotmail.com,name_sequential,hotmail.com,OWF,PASSWORD_RESET
31_info@outlook.com,variations,outlook.com,API,SIGNUP_EMAIL_VERIFY
george.nguyen+spam42@yahoo.com,plus_addressing_tags,yahoo.com,OWF,PWDLESS_LOGIN_EMAIL
ioyp8iwkeqpfz@firm.com,gibberish,firm.com,PORTAL,PASSWORD_RESET
user27.2025@protonmail.com,sequential_dated,protonmail.com,API,PWDLESS_LOGIN_EMAIL
ronald.jones25@hotmail.com,name_sequential,hotmail.com,API,PASSWORD_RESET
rq4lsibsoy90ok@firm.com,gibberish,firm.com,MOBILE,PWDLESS_LOGIN_EMAIL
service+45@outlook.com,plus_addressing,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
service+38@outlook.com,plus_addressing,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
l4l44rrnflp9@firm.com,gibberish,firm.com,OWF,SIGNUP_EMAIL_VERIFY
rfvtgb@outlook.com,keyboard_walk,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
charles2025@gmx.de,dated,gmx.de,OWF,SIGNUP_EMAIL_VERIFY
charles_2025@gmx.de,dated,gmx.de,MOBILE,PASSWORD_RESET
info-55@outlook.com,variations,outlook.com,PORTAL,PWDLESS_LOGIN_EMAIL
account023@mail.com,sequential_padded,mail.com,WEB,PASSWORD_RESET
temp86@protonmail.com,sequential,protonmail.com,OWF,SIGNUP_EMAIL_VERIFY
user3.2025@web.de,sequential_dated,web.de,PORTAL,PWDLESS_LOGIN_EMAIL
qazwsx@outlook.com,keyboard_walk,outlook.com,PORTAL,PASSWORD_RESET
charles.anderson.2025@gmx.de,dated,gmx.de,WEB,SIGNUP_EMAIL_VERIFY
contact_r@agency.com,letter_sequential,agency.com,PORTAL,SIGNUP_EMAIL_VERIFY
ronald.wilson70@hotmail.com,name_sequential,hotmail.com,MOBILE,PWDLESS_LOGIN_EMAIL
ronald.walker85@hotmail.com,name_sequential,hotmail.com,WEB,PASSWORD_RESET
george.nguyen+temp86@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PWDLESS_LOGIN_EMAIL
charles2025@gmx.de,dated,gmx.de,OWF,PASSWORD_RESET
george.nguyen+newsletter19@yahoo.com,plus_addressing_tags,yahoo.com,OWF,SIGNUP_EMAIL_VERIFY
ronald.flores2@hotmail.com,name_sequential,hotmail.com,WEB,PASSWORD_RESET
george.nguyen+trial90@yahoo.com,plus_addressing_tags,yahoo.com,OWF,PWDLESS_LOGIN_EMAIL
ronald.lee58@hotmail.com,name_sequential,hotmail.com,WEB,PASSWORD_RESET
wsxedc2025@web.de,keyboard_dated,web.de,WEB,PWDLESS_LOGIN_EMAIL
service+62@outlook.com,plus_addressing,outlook.com,PORTAL,PASSWORD_RESET
fedcba92@outlook.com,keyboard_walk,outlook.com,PORTAL,PWDLESS_LOGIN_EMAIL
temp52@protonmail.com,sequential,protonmail.com,OWF,PWDLESS_LOGIN_EMAIL
qazwsx@outlook.com,keyboard_walk,outlook.com,OWF,SIGNUP_EMAIL_VERIFY
ronald.allen88@hotmail.com,name_sequential,hotmail.com,OWF,PASSWORD_RESET
service+27@outlook.com,plus_addressing,outlook.com,PORTAL,PWDLESS_LOGIN_EMAIL
george.nguyen+test65@yahoo.com,plus_addressing_tags,yahoo.com,API,PWDLESS_LOGIN_EMAIL
temp73@protonmail.com,sequential,protonmail.com,PORTAL,PASSWORD_RESET
78_info@outlook.com,variations,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
temp19@protonmail.com,sequential,protonmail.com,API,PASSWORD_RESET
info_23@outlook.com,variations,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
ronald.white54@hotmail.com,name_sequential,hotmail.com,MOBILE,PASSWORD_RESET
user48.2025@startup.io,sequential_dated,startup.io,MOBILE,SIGNUP_EMAIL_VERIFY
charles2025@gmx.de,dated,gmx.de,WEB,PASSWORD_RESET
temp79@protonmail.com,sequential,protonmail.com,API,PWDLESS_LOGIN_EMAIL
george.nguyen+temp67@yahoo.com,plus_addressing_tags,yahoo.com,OWF,PASSWORD_RESET
rfvtgb@outlook.com,keyboard_walk,outlook.com,OWF,PWDLESS_LOGIN_EMAIL
ronald.perez74@hotmail.com,name_sequential,hotmail.com,OWF,PWDLESS_LOGIN_EMAIL
charles.2025@gmx.de,dated,gmx.de,PORTAL,SIGNUP_EMAIL_VERIFY
drea8e82@agency.com,gibberish_sequential,agency.com,OWF,PWDLESS_LOGIN_EMAIL
info27_test@outlook.com,variations,outlook.com,OWF,PASSWORD_RESET
account060@mail.com,sequential_padded,mail.com,WEB,PWDLESS_LOGIN_EMAIL
info.30@outlook.com,variations,outlook.com,MOBILE,PASSWORD_RESET
nbe16sfwl59k@firm.com,gibberish,firm.com,MOBILE,PASSWORD_RESET
3l27l5304xryjji@firm.com,gibberish,firm.com,MOBILE,PWDLESS_LOGIN_EMAIL
cou1hgmd@firm.com,gibberish,firm.com,PORTAL,PWDLESS_LOGIN_EMAIL
info_76@outlook.com,variations,outlook.com,OWF,SIGNUP_EMAIL_VERIFY
temp37@protonmail.com,sequential,protonmail.com,PORTAL,PASSWORD_RESET
george.nguyen+spam94@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,SIGNUP_EMAIL_VERIFY
account019@mail.com,sequential_padded,mail.com,WEB,PASSWORD_RESET
12345642@outlook.com,keyboard_walk,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
ronald.hernandez44@hotmail.com,name_sequential,hotmail.com,MOBILE,SIGNUP_EMAIL_VERIFY
info.24@outlook.com,variations,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
info6_test@outlook.com,variations,outlook.com,PORTAL,SIGNUP_EMAIL_VERIFY
george.nguyen+newsletter25@yahoo.com,plus_addressing_tags,yahoo.com,API,SIGNUP_EMAIL_VERIFY
george.nguyen+test81@yahoo.com,plus_addressing_tags,yahoo.com,WEB,SIGNUP_EMAIL_VERIFY
pfqvlabz@firm.com,gibberish,firm.com,OWF,PASSWORD_RESET
account076@mail.com,sequential_padded,mail.com,MOBILE,PWDLESS_LOGIN_EMAIL
zxcvbn@outlook.com,keyboard_walk,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
info.47@outlook.com,variations,outlook.com,API,PASSWORD_RESET
xrxpwd3jqkyjd@firm.com,gibberish,firm.com,OWF,PASSWORD_RESET
lc90no7i2a3fu12@firm.com,gibberish,firm.com,API,SIGNUP_EMAIL_VERIFY
service+32@outlook.com,plus_addressing,outlook.com,WEB,PASSWORD_RESET
service+59@outlook.com,plus_addressing,outlook.com,API,SIGNUP_EMAIL_VERIFY
service+90@outlook.com,plus_addressing,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
zhml36n9ot6qu@firm.com,gibberish,firm.com,PORTAL,PWDLESS_LOGIN_EMAIL
anderson.2025@gmx.de,dated,gmx.de,MOBILE,SIGNUP_EMAIL_VERIFY
zxcvbn@outlook.com,keyboard_walk,outlook.com,WEB,PASSWORD_RESET
temp100@protonmail.com,sequential,protonmail.com,PORTAL,PWDLESS_LOGIN_EMAIL
ronald.sanchez48@hotmail.com,name_sequential,hotmail.com,API,SIGNUP_EMAIL_VERIFY
temp58@protonmail.com,sequential,protonmail.com,OWF,PASSWORD_RESET
temp50@protonmail.com,sequential,protonmail.com,WEB,PWDLESS_LOGIN_EMAIL
account053@mail.com,sequential_padded,mail.com,WEB,PASSWORD_RESET
charles2025@gmx.de,dated,gmx.de,API,PASSWORD_RESET
account015@mail.com,sequential_padded,mail.com,WEB,PASSWORD_RESET
l4qsvn34@services.com,gibberish_sequential,services.com,API,SIGNUP_EMAIL_VERIFY
charles_2025@gmx.de,dated,gmx.de,MOBILE,PWDLESS_LOGIN_EMAIL
account068@mail.com,sequential_padded,mail.com,WEB,PWDLESS_LOGIN_EMAIL
19_info@outlook.com,variations,outlook.com,PORTAL,SIGNUP_EMAIL_VERIFY
george.nguyen+promo57@yahoo.com,plus_addressing_tags,yahoo.com,API,SIGNUP_EMAIL_VERIFY
info.91@outlook.com,variations,outlook.com,API,PASSWORD_RESET
charles.2025@gmx.de,dated,gmx.de,API,PASSWORD_RESET
ronald.king37@hotmail.com,name_sequential,hotmail.com,MOBILE,PWDLESS_LOGIN_EMAIL
george.nguyen+newsletter73@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,SIGNUP_EMAIL_VERIFY
service+63@outlook.com,plus_addressing,outlook.com,PORTAL,PASSWORD_RESET
wsxedc@outlook.com,keyboard_walk,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
account006@mail.com,sequential_padded,mail.com,OWF,SIGNUP_EMAIL_VERIFY
service+98@outlook.com,plus_addressing,outlook.com,PORTAL,SIGNUP_EMAIL_VERIFY
ronald.davis38@hotmail.com,name_sequential,hotmail.com,API,PWDLESS_LOGIN_EMAIL
temp90@protonmail.com,sequential,protonmail.com,MOBILE,PASSWORD_RESET
info39_test@outlook.com,variations,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
4tl6px28@outlook.com,gibberish_sequential,outlook.com,PORTAL,PWDLESS_LOGIN_EMAIL
george.nguyen+temp82@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,SIGNUP_EMAIL_VERIFY
rfvtgb2025@agency.com,keyboard_dated,agency.com,PORTAL,PWDLESS_LOGIN_EMAIL
anderson.2025@gmx.de,dated,gmx.de,WEB,PASSWORD_RESET
ronald.white64@hotmail.com,name_sequential,hotmail.com,PORTAL,SIGNUP_EMAIL_VERIFY
george.nguyen+temp52@yahoo.com,plus_addressing_tags,yahoo.com,OWF,PWDLESS_LOGIN_EMAIL
george.nguyen+temp91@yahoo.com,plus_addressing_tags,yahoo.com,OWF,SIGNUP_EMAIL_VERIFY
w8oyb279@corporation.com,gibberish_sequential,corporation.com,WEB,PASSWORD_RESET
account087@mail.com,sequential_padded,mail.com,OWF,PASSWORD_RESET
temp15@protonmail.com,sequential,protonmail.com,WEB,PWDLESS_LOGIN_EMAIL
charles.2025@gmx.de,dated,gmx.de,MOBILE,PASSWORD_RESET
service+81@outlook.com,plus_addressing,outlook.com,API,PASSWORD_RESET
george.nguyen+newsletter71@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,SIGNUP_EMAIL_VERIFY
rfvtgb@outlook.com,keyboard_walk,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
service+94@outlook.com,plus_addressing,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
account034@mail.com,sequential_padded,mail.com,OWF,PASSWORD_RESET
55jbe5vjzbf@firm.com,gibberish,firm.com,MOBILE,PWDLESS_LOGIN_EMAIL
zxcvbn49@outlook.com,keyboard_walk,outlook.com,MOBILE,SIGNUP_EMAIL_VERIFY
account003@mail.com,sequential_padded,mail.com,API,PASSWORD_RESET
8ny75q31@gmail.com,gibberish_sequential,gmail.com,PORTAL,PASSWORD_RESET
service+3@outlook.com,plus_addressing,outlook.com,API,SIGNUP_EMAIL_VERIFY
account043@mail.com,sequential_padded,mail.com,MOBILE,SIGNUP_EMAIL_VERIFY
ronald.johnson73@hotmail.com,name_sequential,hotmail.com,PORTAL,PWDLESS_LOGIN_EMAIL
abcdef@outlook.com,keyboard_walk,outlook.com,MOBILE,SIGNUP_EMAIL_VERIFY
service+55@outlook.com,plus_addressing,outlook.com,MOBILE,PASSWORD_RESET
account038@mail.com,sequential_padded,mail.com,API,SIGNUP_EMAIL_VERIFY
wsxedc2025@startup.io,keyboard_dated,startup.io,MOBILE,PASSWORD_RESET
charles2025@gmx.de,dated,gmx.de,WEB,SIGNUP_EMAIL_VERIFY
charles2025@gmx.de,dated,gmx.de,OWF,PASSWORD_RESET
anderson.2025@gmx.de,dated,gmx.de,API,PASSWORD_RESET
zxcvbn@outlook.com,keyboard_walk,outlook.com,PORTAL,PASSWORD_RESET
account010@mail.com,sequential_padded,mail.com,MOBILE,PASSWORD_RESET
1234562025@icloud.com,keyboard_dated,icloud.com,WEB,PWDLESS_LOGIN_EMAIL
temp57@protonmail.com,sequential,protonmail.com,OWF,PWDLESS_LOGIN_EMAIL
george.nguyen+temp88@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,PWDLESS_LOGIN_EMAIL
ckrl2w67@hotmail.com,gibberish_sequential,hotmail.com,API,PASSWORD_RESET
temp83@protonmail.com,sequential,protonmail.com,WEB,SIGNUP_EMAIL_VERIFY
asdfgh@outlook.com,keyboard_walk,outlook.com,OWF,PWDLESS_LOGIN_EMAIL
george.nguyen+promo2@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PASSWORD_RESET
george.nguyen+test39@yahoo.com,plus_addressing_tags,yahoo.com,OWF,SIGNUP_EMAIL_VERIFY
qazwsx@outlook.com,keyboard_walk,outlook.com,WEB,PASSWORD_RESET
info.64@outlook.com,variations,outlook.com,MOBILE,PASSWORD_RESET
ronald.allen49@hotmail.com,name_sequential,hotmail.com,OWF,SIGNUP_EMAIL_VERIFY
36_info@outlook.com,variations,outlook.com,MOBILE,PASSWORD_RESET
info_42@outlook.com,variations,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
charles.anderson.2025@gmx.de,dated,gmx.de,WEB,PWDLESS_LOGIN_EMAIL
info.44@outlook.com,variations,outlook.com,MOBILE,PASSWORD_RESET
exfu5n88@hotmail.com,gibberish_sequential,hotmail.com,WEB,PASSWORD_RESET
service+84@outlook.com,plus_addressing,outlook.com,PORTAL,PASSWORD_RESET
abcdef89@outlook.com,keyboard_walk,outlook.com,MOBILE,SIGNUP_EMAIL_VERIFY
94_info@outlook.com,variations,outlook.com,WEB,PASSWORD_RESET
charles.2025@gmx.de,dated,gmx.de,MOBILE,PWDLESS_LOGIN_EMAIL
user18.2025@corporation.com,sequential_dated,corporation.com,MOBILE,PWDLESS_LOGIN_EMAIL
asdfgh24@outlook.com,keyboard_walk,outlook.com,API,PASSWORD_RESET
8cr1kthxuc50@firm.com,gibberish,firm.com,WEB,PWDLESS_LOGIN_EMAIL
account051@mail.com,sequential_padded,mail.com,WEB,PWDLESS_LOGIN_EMAIL
sxucmdwodiet@firm.com,gibberish,firm.com,PORTAL,PASSWORD_RESET
info-32@outlook.com,variations,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
temp30@protonmail.com,sequential,protonmail.com,API,PWDLESS_LOGIN_EMAIL
account009@mail.com,sequential_padded,mail.com,OWF,PASSWORD_RESET
temp6@protonmail.com,sequential,protonmail.com,OWF,PASSWORD_RESET
contact_i@agency.com,letter_sequential,agency.com,OWF,PWDLESS_LOGIN_EMAIL
ronald.jones20@hotmail.com,name_sequential,hotmail.com,API,PWDLESS_LOGIN_EMAIL
temp34@protonmail.com,sequential,protonmail.com,OWF,PASSWORD_RESET
anderson.2025@gmx.de,dated,gmx.de,PORTAL,PWDLESS_LOGIN_EMAIL
zljgs0pidt7w@firm.com,gibberish,firm.com,API,PWDLESS_LOGIN_EMAIL
account067@mail.com,sequential_padded,mail.com,MOBILE,PWDLESS_LOGIN_EMAIL
george.nguyen+signup77@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PASSWORD_RESET
3slxk6of6d2w@firm.com,gibberish,firm.com,API,PWDLESS_LOGIN_EMAIL
rfvtgb2025@aol.com,keyboard_dated,aol.com,OWF,PASSWORD_RESET
ronald.lopez97@hotmail.com,name_sequential,hotmail.com,API,PWDLESS_LOGIN_EMAIL
2025.charles@gmx.de,dated,gmx.de,API,SIGNUP_EMAIL_VERIFY
george.nguyen+promo55@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PASSWORD_RESET
temp18@protonmail.com,sequential,protonmail.com,OWF,PASSWORD_RESET
68_info@outlook.com,variations,outlook.com,PORTAL,PASSWORD_RESET
234567@outlook.com,keyboard_walk,outlook.com,API,SIGNUP_EMAIL_VERIFY
fedcba@outlook.com,keyboard_walk,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
12345685@outlook.com,keyboard_walk,outlook.com,API,PASSWORD_RESET
account070@mail.com,sequential_padded,mail.com,MOBILE,SIGNUP_EMAIL_VERIFY
temp75@protonmail.com,sequential,protonmail.com,OWF,SIGNUP_EMAIL_VERIFY
fedcba@outlook.com,keyboard_walk,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
ronald.wilson92@hotmail.com,name_sequential,hotmail.com,WEB,PWDLESS_LOGIN_EMAIL
service+29@outlook.com,plus_addressing,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
d6smmhu8t3gt@firm.com,gibberish,firm.com,MOBILE,SIGNUP_EMAIL_VERIFY
ronald.johnson65@hotmail.com,name_sequential,hotmail.com,OWF,PWDLESS_LOGIN_EMAIL
user87.2025@outlook.com,sequential_dated,outlook.com,API,PWDLESS_LOGIN_EMAIL
ronald.davis34@hotmail.com,name_sequential,hotmail.com,PORTAL,PWDLESS_LOGIN_EMAIL
account050@mail.com,sequential_padded,mail.com,MOBILE,SIGNUP_EMAIL_VERIFY
service+66@outlook.com,plus_addressing,outlook.com,PORTAL,PASSWORD_RESET
c4nzmzg760d@firm.com,gibberish,firm.com,OWF,PWDLESS_LOGIN_EMAIL
contact_w@agency.com,letter_sequential,agency.com,PORTAL,PASSWORD_RESET
31pc6u58@yandex.com,gibberish_sequential,yandex.com,WEB,SIGNUP_EMAIL_VERIFY
732csu40@aol.com,gibberish_sequential,aol.com,API,PWDLESS_LOGIN_EMAIL
account073@mail.com,sequential_padded,mail.com,PORTAL,PASSWORD_RESET
ronald.martinez31@hotmail.com,name_sequential,hotmail.com,API,PASSWORD_RESET
asdfgh2025@yandex.com,keyboard_dated,yandex.com,WEB,PWDLESS_LOGIN_EMAIL
info.99@outlook.com,variations,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
e401kt25@company.com,gibberish_sequential,company.com,API,PASSWORD_RESET
23456733@outlook.com,keyboard_walk,outlook.com,WEB,PASSWORD_RESET
1_info@outlook.com,variations,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
info.65@outlook.com,variations,outlook.com,PORTAL,PWDLESS_LOGIN_EMAIL
service+26@outlook.com,plus_addressing,outlook.com,PORTAL,PASSWORD_RESET
george.nguyen+signup96@yahoo.com,plus_addressing_tags,yahoo.com,OWF,SIGNUP_EMAIL_VERIFY
service+89@outlook.com,plus_addressing,outlook.com,PORTAL,PWDLESS_LOGIN_EMAIL
3456782025@web.de,keyboard_dated,web.de,WEB,PWDLESS_LOGIN_EMAIL
george.nguyen+test36@yahoo.com,plus_addressing_tags,yahoo.com,OWF,PASSWORD_RESET
